path,stem,title,link,slug,category_title,category_slug,source_type,length,matched_categories,preview
llm-wikid\raw\articles\科研\玉米遗传转化\本研究建立三重增效方案：利用精子 - 合子特异启动子驱动优化 LbCas12aV；授粉后适度热激提升酶活；Cas 融合 UBA2 结构域抵御降解。热激与 UBA 联用使 Wx1 位点平均单倍编辑....md,本研究建立三重增效方案：利用精子 - 合子特异启动子驱动优化 LbCas12aV；授粉后适度热激提升酶活；Cas 融合 UBA2 结构域抵御降解。热激与 UBA 联用使 Wx1 位点平均单倍编辑...,热激+UBA 双协同，一步直接改良优良玉米自交系，大幅缩短育种周期,[[本研究建立三重增效方案：利用精子 - 合子特异启动子驱动优化 LbCas12aV；授粉后适度热激提升酶活；Cas 融合 UBA2 结构域抵御降解。热激与 UBA 联用使 Wx1 位点平均单倍编辑...]],本研究建立三重增效方案-利用精子-合子特异启动子驱动优化-lbcas12av-授粉后适度热激提升酶活-cas-融合-uba2-结构域抵御降解-热激与-uba-联,Maize Yield and Breeding,maize_yield_and_breeding,notes,4364,Maize Yield and Breeding; Maize Genetic Transformation; Bioinformatics Analysis,热激+UBA 双协同，一步直接改良优良玉米自交系，大幅缩短育种周期 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=Mzk0NDc0NjQxMA==&mid=2247492331&idx=1&sn=51a5ad7cd2d922f54fb7c8f6c1d9e668&chksm=c2fca60903ad3ad3c1d5629cd26e65f7f57153a63891d2454287f612
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\ Cell - 南京农大再发Cell正刊，国内植物学课题组发两篇Cell.md, Cell - 南京农大再发Cell正刊，国内植物学课题组发两篇Cell,Cell | 南京农大再发Cell正刊，国内植物学课题组发两篇Cell,[[ Cell - 南京农大再发Cell正刊，国内植物学课题组发两篇Cell]],cell-南京农大再发cell正刊-国内植物学课题组发两篇cell,Maize Yield and Breeding,maize_yield_and_breeding,article,4461,Maize Yield and Breeding; Research Tools and Methods; AI for Research; Maize Genetic Transformation; Plant Phenotyping and Imaging; Plant Stress Resilience,Cell | 南京农大再发Cell正刊，国内植物学课题组发两篇Cell 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=Mzg3MDEwNDEyMg==&mid=2247612736&idx=3&sn=a294ebc991cb6ba94b4ef63a0f02b7ef&chksm=cf0753d48facecdf8fdcfabc3936630d98645bc64064c4dd1cd1bf
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\2026年8月7日，安徽农业大学李晓玉教授-程备久教授-李长生教授团队在PBJ期刊上在线发表了研究论文，首次在玉米GGP基因 5'UTR中鉴定出一对功能协同的双上游开放阅读框（dual-uORF....md,2026年8月7日，安徽农业大学李晓玉教授-程备久教授-李长生教授团队在PBJ期刊上在线发表了研究论文，首次在玉米GGP基因 5'UTR中鉴定出一对功能协同的双上游开放阅读框（dual-uORF...,[精读]PBJ || 安徽农业大学团队：双uORF天然变异+CRISPR编辑协同增效，成功创制出高Vc、高蛋白优异种质，破解玉米产量-品质权衡难题,[[2026年8月7日，安徽农业大学李晓玉教授-程备久教授-李长生教授团队在PBJ期刊上在线发表了研究论文，首次在玉米GGP基因 5'UTR中鉴定出一对功能协同的双上游开放阅读框（dual-uORF...]],2026年8月7日-安徽农业大学李晓玉教授-程备久教授-李长生教授团队在pbj期刊上在线发表了研究论文-首次在玉米ggp基因-5-utr中鉴定出一对功能协同的双,Maize Yield and Breeding,maize_yield_and_breeding,article,22762,Maize Yield and Breeding; Maize Genetic Transformation; Bioinformatics Analysis; Research Tools and Methods; AI for Research; Plant Phenotyping and Imaging; Plant Stress Resilience,[精读]PBJ || 安徽农业大学团队：双uORF天然变异+CRISPR编辑协同增效，成功创制出高Vc、高蛋白优异种质，破解玉米产量-品质权衡难题 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=Mzk0NDc0NjQxMA==&mid=2247494223&idx=1&sn=52cd4c93c2ca9641e14e0acd785524d4&chksm=c2b7a257ff7fe4c0
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\GS育种选择技术，植物育种应该审慎使用。玉米DH系育种，不建议使用（不能听说国外同行在用DH+GS就盲目跟风），大公司可以考虑审慎使用，中小公司考虑成本可以不用。 再议： 为什么玉米DH系育种不....md,GS育种选择技术，植物育种应该审慎使用。玉米DH系育种，不建议使用（不能听说国外同行在用DH+GS就盲目跟风），大公司可以考虑审慎使用，中小公司考虑成本可以不用。 再议： 为什么玉米DH系育种不...,再议： 为什么玉米DH系育种不需要使用GS（全基因组选择）,[[GS育种选择技术，植物育种应该审慎使用。玉米DH系育种，不建议使用（不能听说国外同行在用DH+GS就盲目跟风），大公司可以考虑审慎使用，中小公司考虑成本可以不用。 再议： 为什么玉米DH系育种不...]],gs育种选择技术-植物育种应该审慎使用-玉米dh系育种-不建议使用-不能听说国外同行在用dh-gs就盲目跟风-大公司可以考虑审慎使用-中小公司考虑成本可以不用-,Maize Yield and Breeding,maize_yield_and_breeding,article,6090,Maize Yield and Breeding; Research Tools and Methods; AI for Research; Maize Genetic Transformation; Plant Phenotyping and Imaging,再议： 为什么玉米DH系育种不需要使用GS（全基因组选择） 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzAxMzgxMDM5Nw==&mid=2649884659&idx=1&sn=4bb0d04a59661d02ff94f7403658c07a&chksm=823eef7f830f5e14f59a3e4055c03ff01a8ae6b9192a57a78b71cfb590f1
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\Science Art一面科学，一面艺术，专注TOP级综述或分子机制图配图资料来源如果问一个育种家：现在水稻最 Nat commun - 华中农大熊立仲团队发现一个被意外截短的免疫蛋白，如何让水....md,Science Art一面科学，一面艺术，专注TOP级综述或分子机制图配图资料来源如果问一个育种家：现在水稻最 Nat commun - 华中农大熊立仲团队发现一个被意外截短的免疫蛋白，如何让水...,Nat commun | 华中农大熊立仲团队发现一个被意外截短的免疫蛋白，如何让水稻化身“抗旱抗病”双料战士？,[[Science Art一面科学，一面艺术，专注TOP级综述或分子机制图配图资料来源如果问一个育种家：现在水稻最 Nat commun - 华中农大熊立仲团队发现一个被意外截短的免疫蛋白，如何让水...]],science-art一面科学-一面艺术-专注top级综述或分子机制图配图资料来源如果问一个育种家-现在水稻最-nat-commun-华中农大熊立仲团队发现一个,Maize Yield and Breeding,maize_yield_and_breeding,article,9096,Maize Yield and Breeding; Plant Stress Resilience; Research Tools and Methods; Bioinformatics Analysis; Maize Genetic Transformation; Plant Phenotyping and Imaging,Nat commun | 华中农大熊立仲团队发现一个被意外截短的免疫蛋白，如何让水稻化身“抗旱抗病”双料战士？ 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIyMDI3ODU1Mw==&mid=2247504470&idx=1&sn=6f97ca70542bf13f9f5bd871b3e74113&chksm=960bb8e1a803921a4ed8df69fa986295eb
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\Science Art一面科学，一面艺术，专注TOP级综述或分子机制图配图资料来源文章首先没有急于寻找功能基因 QTL定位之后，54 kb区域竟然空无一“基因”，是我的话，崩溃了！中国农大却发表....md,Science Art一面科学，一面艺术，专注TOP级综述或分子机制图配图资料来源文章首先没有急于寻找功能基因 QTL定位之后，54 kb区域竟然空无一“基因”，是我的话，崩溃了！中国农大却发表...,QTL定位之后，54 kb区域竟然空无一“基因”，是我的话，崩溃了！中国农大却发表了Cell！,[[Science Art一面科学，一面艺术，专注TOP级综述或分子机制图配图资料来源文章首先没有急于寻找功能基因 QTL定位之后，54 kb区域竟然空无一“基因”，是我的话，崩溃了！中国农大却发表...]],science-art一面科学-一面艺术-专注top级综述或分子机制图配图资料来源文章首先没有急于寻找功能基因-qtl定位之后-54-kb区域竟然空无一-基因-,Maize Yield and Breeding,maize_yield_and_breeding,article,5695,Maize Yield and Breeding; Research Tools and Methods; Bioinformatics Analysis; Career and Business Ideas; Maize Genetic Transformation,QTL定位之后，54 kb区域竟然空无一“基因”，是我的话，崩溃了！中国农大却发表了Cell！ 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIyMDI3ODU1Mw==&mid=2247503963&idx=1&sn=b273fd7409ba1d629fa11df7af0a8ae3&chksm=96bdb08892156e523bb753d57245bb397b11f7a36a
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\Science Art专注TOP级综述或分子机制配图传统玉米育种提高产量，主要围绕三个核心指标展开：穗数 × PC - 中国农大易飞团队发现从“一穗独大”到“双穗并进”：激素重编程如何突破玉米高....md,Science Art专注TOP级综述或分子机制配图传统玉米育种提高产量，主要围绕三个核心指标展开：穗数 × PC - 中国农大易飞团队发现从“一穗独大”到“双穗并进”：激素重编程如何突破玉米高...,PC | 中国农大易飞团队发现从“一穗独大”到“双穗并进”：激素重编程如何突破玉米高密增产的“天花板”,[[Science Art专注TOP级综述或分子机制配图传统玉米育种提高产量，主要围绕三个核心指标展开：穗数 × PC - 中国农大易飞团队发现从“一穗独大”到“双穗并进”：激素重编程如何突破玉米高...]],science-art专注top级综述或分子机制配图传统玉米育种提高产量-主要围绕三个核心指标展开-穗数-pc-中国农大易飞团队发现从-一穗独大-到-双穗并进-,Maize Yield and Breeding,maize_yield_and_breeding,article,3189,Maize Yield and Breeding; Bioinformatics Analysis; Research Tools and Methods,PC | 中国农大易飞团队发现从“一穗独大”到“双穗并进”：激素重编程如何突破玉米高密增产的“天花板” 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIyMDI3ODU1Mw==&mid=2247504681&idx=3&sn=aaa58b421d560ba23bdbd9f17acd613f&chksm=9669d2f53dfe1116ad7ea7c2cbecaa3b1bfa38
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\从离子运输、气孔调控到抗逆与风味，重新认识植物中的GABA Annual Review of Plant Biology｜万字综述带您重新认识植物中的GABA.md,从离子运输、气孔调控到抗逆与风味，重新认识植物中的GABA Annual Review of Plant Biology｜万字综述带您重新认识植物中的GABA,Annual Review of Plant Biology｜万字综述带您重新认识植物中的GABA,[[从离子运输、气孔调控到抗逆与风味，重新认识植物中的GABA Annual Review of Plant Biology｜万字综述带您重新认识植物中的GABA]],从离子运输-气孔调控到抗逆与风味-重新认识植物中的gaba-annual-review-of-plant-biology-万字综述带您重新认识植物中的gaba,Maize Yield and Breeding,maize_yield_and_breeding,article,20506,Maize Yield and Breeding; Research Tools and Methods; Plant Stress Resilience,Annual Review of Plant Biology｜万字综述带您重新认识植物中的GABA 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzYzNTg5MzIxMQ==&mid=2247489980&idx=1&sn=7c2c3eae9ffc71e5be646cc84fea64f1&chksm=f1a2d9e68c5c782bcd7a1304bd3355039657745b
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\冠层芳樟醇积累驱动根际菌群重组，增强后续植株抗性 芳樟醇连接玉米地上交流与地下防御 - Science揭示密植玉米的植物—土壤防御反馈.md,冠层芳樟醇积累驱动根际菌群重组，增强后续植株抗性 芳樟醇连接玉米地上交流与地下防御 - Science揭示密植玉米的植物—土壤防御反馈,芳樟醇连接玉米地上交流与地下防御 | Science揭示密植玉米的植物—土壤防御反馈,[[冠层芳樟醇积累驱动根际菌群重组，增强后续植株抗性 芳樟醇连接玉米地上交流与地下防御 - Science揭示密植玉米的植物—土壤防御反馈]],冠层芳樟醇积累驱动根际菌群重组-增强后续植株抗性-芳樟醇连接玉米地上交流与地下防御-science揭示密植玉米的植物-土壤防御反馈,Maize Yield and Breeding,maize_yield_and_breeding,article,9266,Maize Yield and Breeding; Research Tools and Methods; AI for Research; Plant Stress Resilience,芳樟醇连接玉米地上交流与地下防御 | Science揭示密植玉米的植物—土壤防御反馈 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzYzNTg5MzIxMQ==&mid=2247489281&idx=1&sn=d46a30ce425912865ba3efee8799f4ba&chksm=f18ab40cec5b99f742a4bdba7430074b41803e24b6323de
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\懂育种 “矮了怕减产，密了怕倒伏，脱水快了怕穗腐”—黄淮海玉米的“增密生死局”，有解吗？.md,懂育种 “矮了怕减产，密了怕倒伏，脱水快了怕穗腐”—黄淮海玉米的“增密生死局”，有解吗？,“矮了怕减产，密了怕倒伏，脱水快了怕穗腐”—黄淮海玉米的“增密生死局”，有解吗？,[[懂育种 “矮了怕减产，密了怕倒伏，脱水快了怕穗腐”—黄淮海玉米的“增密生死局”，有解吗？]],懂育种-矮了怕减产-密了怕倒伏-脱水快了怕穗腐-黄淮海玉米的-增密生死局-有解吗,Maize Yield and Breeding,maize_yield_and_breeding,notes,6347,Maize Yield and Breeding; Plant Phenotyping and Imaging; Plant Stress Resilience; Research Tools and Methods,“矮了怕减产，密了怕倒伏，脱水快了怕穗腐”—黄淮海玉米的“增密生死局”，有解吗？ 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIzNDY2NzIwMg==&mid=2247682578&idx=1&sn=38f7ced7eb7ad7bc48dfe5a69a62bdfd&chksm=e95a71976b0b0961ac7c0010cbddf60e61928819096ec9aa1
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\玉米畸形穗大全 一根玉米穗，为何会长成22种“怪样子”？-智种快讯.md,玉米畸形穗大全 一根玉米穗，为何会长成22种“怪样子”？-智种快讯,一根玉米穗，为何会长成22种“怪样子”？|智种快讯,[[玉米畸形穗大全 一根玉米穗，为何会长成22种“怪样子”？-智种快讯]],玉米畸形穗大全-一根玉米穗-为何会长成22种-怪样子-智种快讯,Maize Yield and Breeding,maize_yield_and_breeding,notes,14194,Maize Yield and Breeding; AI for Research; Research Tools and Methods,一根玉米穗，为何会长成22种“怪样子”？|智种快讯 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzA3Mjg2MzM0MA==&mid=2653354600&idx=1&sn=99899693a14612a24a497098b6e7c69f&chksm=8553a38a0508c59db8dbbaf8d27d5ddd6b5108d4bad9d74d10541efc754061c0
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\玉米育种知识 玉米 种植密度（亩穗数）、穗子大小（穗粒数）、千粒重与产量→.md,玉米育种知识 玉米 种植密度（亩穗数）、穗子大小（穗粒数）、千粒重与产量→,玉米 种植密度（亩穗数）、穗子大小（穗粒数）、千粒重与产量→,[[玉米育种知识 玉米 种植密度（亩穗数）、穗子大小（穗粒数）、千粒重与产量→]],玉米育种知识-玉米-种植密度-亩穗数-穗子大小-穗粒数-千粒重与产量,Maize Yield and Breeding,maize_yield_and_breeding,notes,2352,Maize Yield and Breeding; Research Tools and Methods,玉米 种植密度（亩穗数）、穗子大小（穗粒数）、千粒重与产量→ 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIzNDUyODUxMw==&mid=2247506709&idx=1&sn=68121dec574be2ea8ab32624e25f190b&chksm=e9b5469b3b30c87aea61d6eed22cda94a29fc756c56e590849a6b139808
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\目前，各地玉米陆续成熟收获，新季玉米上市已悄然拉开序幕。 玉米收获后光知道晾晒可不行，想卖个好价钱，你得这样做！.md,目前，各地玉米陆续成熟收获，新季玉米上市已悄然拉开序幕。 玉米收获后光知道晾晒可不行，想卖个好价钱，你得这样做！,玉米收获后光知道晾晒可不行，想卖个好价钱，你得这样做！,[[目前，各地玉米陆续成熟收获，新季玉米上市已悄然拉开序幕。 玉米收获后光知道晾晒可不行，想卖个好价钱，你得这样做！]],目前-各地玉米陆续成熟收获-新季玉米上市已悄然拉开序幕-玉米收获后光知道晾晒可不行-想卖个好价钱-你得这样做,Maize Yield and Breeding,maize_yield_and_breeding,notes,4473,Maize Yield and Breeding; AI for Research; Research Tools and Methods,玉米收获后光知道晾晒可不行，想卖个好价钱，你得这样做！ 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIzNDUyODUxMw==&mid=2247507182&idx=1&sn=b8db5292a761d0f9883e653abaa18006&chksm=e989615b245aaf47f6c842cf445bf43b556cc1d316ed934a860b599fbe4baf
llm-wikid\raw\articles\科研\科研工具\高温表型工具\很强的表型工具 CornPheno 2.0：让玉米果穗考种从“数得准”走向“看得全”.md,很强的表型工具 CornPheno 2.0：让玉米果穗考种从“数得准”走向“看得全”,CornPheno 2.0：让玉米果穗考种从“数得准”走向“看得全”,[[很强的表型工具 CornPheno 2.0：让玉米果穗考种从“数得准”走向“看得全”]],很强的表型工具-cornpheno-2-0-让玉米果穗考种从-数得准-走向-看得全,Maize Yield and Breeding,maize_yield_and_breeding,notes,9515,Maize Yield and Breeding; Plant Phenotyping and Imaging; Research Tools and Methods; AI for Research; Career and Business Ideas,CornPheno 2.0：让玉米果穗考种从“数得准”走向“看得全” 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzI0Mjg5ODI1Ng==&mid=2247545960&idx=2&sn=25afe5c65783d7e0b60b22a2073334c6&chksm=e8f81f7f72f15ec21a563b51e7b13726b914fc2aadfaf8841da5b66
llm-wikid\raw\articles\科研\育种改良\AI育种\1959年的技术，为什么成了AI育种基础设施？- 种业新说.md,1959年的技术，为什么成了AI育种基础设施？- 种业新说,1959年的技术，为什么成了AI育种基础设施？- 种业新说,[[1959年的技术，为什么成了AI育种基础设施？- 种业新说]],1959年的技术-为什么成了ai育种基础设施-种业新说,Maize Yield and Breeding,maize_yield_and_breeding,notes,4748,Maize Yield and Breeding; AI for Research; Maize Genetic Transformation; Research Tools and Methods; Finance and Investment,公众号名称：智种网NOVOSEED 作者名称：智种编辑部 发布时间：2026-06-18 17:55 ![[llm-wikid/raw/assets/images/a3d181f3d0c437b46ef39cf247677683_MD5.gif]] ![[llm-wikid/raw/assets/images/b091146685ae544da04a65abd0afdad8_MD5.gif| ![]] ](https://mp.weix
llm-wikid\raw\articles\科研\育种改良\南北学苑\ 2026.7.10  毕耀  玉米选育工作中断叶套袋法实际操作简介（南北学院）.md, 2026.7.10  毕耀  玉米选育工作中断叶套袋法实际操作简介（南北学院）,2026.7.10  毕耀  玉米选育工作中断叶套袋法实际操作简介（南北学院）,[[ 2026.7.10  毕耀  玉米选育工作中断叶套袋法实际操作简介（南北学院）]],2026-7-10-毕耀-玉米选育工作中断叶套袋法实际操作简介-南北学院,Maize Yield and Breeding,maize_yield_and_breeding,notes,3825,Maize Yield and Breeding; Career and Business Ideas; Plant Stress Resilience; Research Tools and Methods,2026.7.10  毕耀  玉米选育工作中断叶套袋法实际操作简介（南北学院） 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzkzODExMjczNQ==&mid=2247495292&idx=1&sn=b36737c102c676a4ac9d108a45f2d41c&chksm=c35362bee68acb9878b5ffff9c4f8f34152128ca210b0387f9
llm-wikid\raw\articles\科研\育种改良\南北学苑\ 2026.7.5  王超  一个不太懂AI的育种家如何理解AI在育种研发中的作用及自身的角色调整（南北学院）.md, 2026.7.5  王超  一个不太懂AI的育种家如何理解AI在育种研发中的作用及自身的角色调整（南北学院）,2026.7.5  王超  一个不太懂AI的育种家如何理解AI在育种研发中的作用及自身的角色调整（南北学院）,[[ 2026.7.5  王超  一个不太懂AI的育种家如何理解AI在育种研发中的作用及自身的角色调整（南北学院）]],2026-7-5-王超-一个不太懂ai的育种家如何理解ai在育种研发中的作用及自身的角色调整-南北学院,Maize Yield and Breeding,maize_yield_and_breeding,notes,3237,Maize Yield and Breeding; AI for Research; Career and Business Ideas; Plant Phenotyping and Imaging; Maize Genetic Transformation; Research Tools and Methods,2026.7.5  王超  一个不太懂AI的育种家如何理解AI在育种研发中的作用及自身的角色调整（南北学院） 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzkzODExMjczNQ==&mid=2247495256&idx=1&sn=82ea2351ae4f4f250c45b7f102a557e0&chksm=c32558aa1af5dee6dafb2290f423825ef2e
llm-wikid\raw\articles\科研\育种改良\南北学苑\ 2026.8.20  陈子奇  从水稻到玉米：迟到的“绿色革命”与AI时代的理想株型（南北学院）.md, 2026.8.20  陈子奇  从水稻到玉米：迟到的“绿色革命”与AI时代的理想株型（南北学院）,2026.8.20  陈子奇  从水稻到玉米：迟到的“绿色革命”与AI时代的理想株型（南北学院）,[[ 2026.8.20  陈子奇  从水稻到玉米：迟到的“绿色革命”与AI时代的理想株型（南北学院）]],2026-8-20-陈子奇-从水稻到玉米-迟到的-绿色革命-与ai时代的理想株型-南北学院,Maize Yield and Breeding,maize_yield_and_breeding,notes,3561,Maize Yield and Breeding; AI for Research; Maize Genetic Transformation; Research Tools and Methods,2026.8.20  陈子奇  从水稻到玉米：迟到的“绿色革命”与AI时代的理想株型（南北学院） 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzkzODExMjczNQ==&mid=2247495534&idx=1&sn=07886d3f45fd94d795bf4c01d22890ac&chksm=c35c652b24f4ff6a552d35cf74f0166657c09f36e
llm-wikid\raw\articles\科研\育种改良\南北学苑\铁系玉米不是一天炼成的。从1969年的第一份资源，到如今铁391横扫市场，四代育种人、57年不间断的坚守，才是“铁系”二字最厚重的底色。 铁系玉米的“前世今生”：一份来自南北学院的硬核阅读笔记.md,铁系玉米不是一天炼成的。从1969年的第一份资源，到如今铁391横扫市场，四代育种人、57年不间断的坚守，才是“铁系”二字最厚重的底色。 铁系玉米的“前世今生”：一份来自南北学院的硬核阅读笔记,铁系玉米的“前世今生”：一份来自南北学院的硬核阅读笔记,[[铁系玉米不是一天炼成的。从1969年的第一份资源，到如今铁391横扫市场，四代育种人、57年不间断的坚守，才是“铁系”二字最厚重的底色。 铁系玉米的“前世今生”：一份来自南北学院的硬核阅读笔记]],铁系玉米不是一天炼成的-从1969年的第一份资源-到如今铁391横扫市场-四代育种人-57年不间断的坚守-才是-铁系-二字最厚重的底色-铁系玉米的-前世今生-一,Maize Yield and Breeding,maize_yield_and_breeding,notes,3313,Maize Yield and Breeding; Career and Business Ideas,铁系玉米的“前世今生”：一份来自南北学院的硬核阅读笔记 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=Mzg3ODAzMDk3Mw==&mid=2247487967&idx=1&sn=daa243ed22d9b103690372d7ca71fa45&chksm=ce21eaf789f3fffb20cb6a35469664d67eb467374604d2b1260bb4af41eab7
llm-wikid\raw\articles\科研\育种改良\育种知识-病害-田间管理\玉米要高产离不开的“三遍药”.md,玉米要高产离不开的“三遍药”,玉米要高产离不开的“三遍药”,[[玉米要高产离不开的“三遍药”]],玉米要高产离不开的-三遍药,Maize Yield and Breeding,maize_yield_and_breeding,notes,2085,Maize Yield and Breeding; Plant Stress Resilience,公众号名称：玉米一家人 作者名称：请点击蓝字关注→ 发布时间：2026-06-29 04:00 玉米的高产离不开好的植保技术方案，都知道花生高产要打“三遍药”，玉米也有“三遍药”吗？都防治些什么？ 第一遍药：打好玉米田除草剂，玉米苗后除草的最佳使用期，是玉米的3-5叶期，杂草的2-4叶期，这是最安全、除草效果最好的时期，超出这个范围后，如果再除大草、小老草，喷药时一定要让草洗个澡，采取定向喷雾，避开玉米心叶，同时要避开中午高温，减少药害
llm-wikid\raw\articles\科研\育种改良\高蛋白玉米\【Nat Genetics】一石三鸟！华中农大严建兵团队发现高产、高蛋白、少施氮肥的“绿色”基因.md,【Nat Genetics】一石三鸟！华中农大严建兵团队发现高产、高蛋白、少施氮肥的“绿色”基因,【Nat Genetics】一石三鸟！华中农大严建兵团队发现高产、高蛋白、少施氮肥的“绿色”基因,[[【Nat Genetics】一石三鸟！华中农大严建兵团队发现高产、高蛋白、少施氮肥的“绿色”基因]],nat-genetics-一石三鸟-华中农大严建兵团队发现高产-高蛋白-少施氮肥的-绿色-基因,Maize Yield and Breeding,maize_yield_and_breeding,article,3939,Maize Yield and Breeding; Bioinformatics Analysis; Research Tools and Methods; AI for Research; Career and Business Ideas; Maize Genetic Transformation,公众号名称：iPlants 作者名称： 发布时间：2026-06-29 18:52 ![[llm-wikid/raw/assets/images/e6c7f0702f9f0b01ec77e627553fbd33_MD5.jpg]] ![[llm-wikid/raw/assets/images/07774720accb7c1841424ca23b7465e2_MD5.jpg]] 玉米是我国种植面积最大、产量最高的农作物，也是饲料的绝对主力
llm-wikid\raw\articles\股票\前沿消息\昆士兰大学Owen M. Powell团队为育种装上“生物学大脑”：将植物生理规则写入预测模型，玉米小麦等已验证，跨环境预测更精准。未来整合分子网络，育种将从“凭运气”走向“靠设计”。 Tren....md,昆士兰大学Owen M. Powell团队为育种装上“生物学大脑”：将植物生理规则写入预测模型，玉米小麦等已验证，跨环境预测更精准。未来整合分子网络，育种将从“凭运气”走向“靠设计”。 Tren...,Trends in Plant Science | 当植物育种装上“生物学大脑”,[[昆士兰大学Owen M. Powell团队为育种装上“生物学大脑”：将植物生理规则写入预测模型，玉米小麦等已验证，跨环境预测更精准。未来整合分子网络，育种将从“凭运气”走向“靠设计”。 Tren...]],昆士兰大学owen-m-powell团队为育种装上-生物学大脑-将植物生理规则写入预测模型-玉米小麦等已验证-跨环境预测更精准-未来整合分子网络-育种将从-凭运,Maize Yield and Breeding,maize_yield_and_breeding,article,9140,Maize Yield and Breeding; AI for Research; Finance and Investment; Maize Genetic Transformation; Plant Phenotyping and Imaging; Research Tools and Methods,Trends in Plant Science | 当植物育种装上“生物学大脑” 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzI0MDI5NjM2NA==&mid=2247520889&idx=1&sn=1efb0c718bb14e3b43e836df2cdd2dec&chksm=e87976079601fa62553eae95edf3266f03f0f58977882935b
"llm-wikid\raw\articles\股票\挖矿人\黄淮海夏玉米通常在6月上旬至下旬播种，此时气温高，全生育期内日均温≥10℃的积温可达3,600℃–4,700℃。该区降水集中在7–9月，约占全年降水量的60%，与玉米需水高峰期重叠。 黄金窗口期....md","黄淮海夏玉米通常在6月上旬至下旬播种，此时气温高，全生育期内日均温≥10℃的积温可达3,600℃–4,700℃。该区降水集中在7–9月，约占全年降水量的60%，与玉米需水高峰期重叠。 黄金窗口期...",黄金窗口期仅5-8天！黄淮玉米授粉期遇持续高温，这套实操方法，守住最后丰产关键期,"[[黄淮海夏玉米通常在6月上旬至下旬播种，此时气温高，全生育期内日均温≥10℃的积温可达3,600℃–4,700℃。该区降水集中在7–9月，约占全年降水量的60%，与玉米需水高峰期重叠。 黄金窗口期...]]",黄淮海夏玉米通常在6月上旬至下旬播种-此时气温高-全生育期内日均温-10-的积温可达3-600-4-700-该区降水集中在7-9月-约占全年降水量的60-与玉米,Maize Yield and Breeding,maize_yield_and_breeding,notes,11992,Maize Yield and Breeding; Finance and Investment; Plant Stress Resilience,黄金窗口期仅5-8天！黄淮玉米授粉期遇持续高温，这套实操方法，守住最后丰产关键期 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIzNDY2NzIwMg==&mid=2247683262&idx=1&sn=76a853b3cbab1f12e96bd8e0b8a36c2b&chksm=e9b98d272b92dac9d9cad04d1506be1197dbac9cca7699334
